,,nn_fold_0,nn_fold_1,nn_fold_2,nn_fold_3,nn_fold_4
RNF20,cnv_amp,3.7272358e-07,2.5641007e-27,0.0018176158,4.7381977e-31,1.8004394e-09
D2HGDH,mut_important,5.763354e-05,1.8909892e-19,5.099697e-05,1.0646651e-09,1.8177808e-09
D2HGDH,cnv_del,0.0018119311,6.426228e-17,0.0023092965,3.6388197e-08,4.2009887e-08
D2HGDH,cnv_amp,4.1007956e-05,1.2654599e-18,4.034667e-05,1.1167909e-09,1.1096283e-09
CORO2A,mut_important,0.0,0.0,0.0,0.0,0.0
CORO2A,cnv_del,0.0,0.0,0.0,0.0,0.0
CORO2A,cnv_amp,0.0,0.0,0.0,0.0,0.0
TAF4,mut_important,0.5305923,0.21867013,0.09863514,0.27290082,0.48036233
TAF4,cnv_del,0.00827438,0.006454814,0.0,0.0018035698,0.008213103
TAF4,cnv_amp,0.5552288,0.32087132,0.39268532,0.46871075,0.6675941
DNAJC27,mut_important,0.0,0.0,0.0,0.0,0.0
DNAJC27,cnv_del,0.0,0.0,0.0,0.0,0.0
DNAJC27,cnv_amp,0.0,0.0,0.0,0.0,0.0
IQSEC1,mut_important,0.0,0.0,0.0,0.0,0.0
IQSEC1,cnv_del,0.0,0.0,0.0,0.0,0.0
IQSEC1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TMEM79,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM79,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM79,cnv_amp,0.0,0.0,0.0,0.0,0.0
CASP3,mut_important,5.4792126e-10,0.0004246143,0.0,0.0020742905,1.3949478e-10
CASP3,cnv_del,1.1789751e-09,0.0013521014,0.037242204,0.0028711748,7.2126696e-09
CASP3,cnv_amp,5.811488e-10,3.4996745e-05,0.003523816,0.0029707584,7.563763e-09
HAS1,mut_important,5.9822226e-13,7.5241655e-18,6.581125e-20,3.640479e-26,6.2383485e-31
HAS1,cnv_del,7.528943e-13,2.3069761e-18,7.5676355e-21,8.11592e-27,3.2480134e-31
HAS1,cnv_amp,3.1142876e-11,2.060731e-16,8.1702516e-19,1.1517362e-24,5.555222e-30
EEF1B2,mut_important,0.0,0.0,0.0,0.0,0.0
EEF1B2,cnv_del,0.0,0.0,0.0,0.0,0.0
EEF1B2,cnv_amp,0.0,0.0,0.0,0.0,0.0
MERTK,mut_important,0.0,0.0,0.0,0.0,0.0
MERTK,cnv_del,0.0,0.0,0.0,0.0,0.0
MERTK,cnv_amp,0.0,0.0,0.0,0.0,0.0
PI4KA,mut_important,0.07146621,0.0070225666,0.02918563,0.044735633,4.466355e-05
PI4KA,cnv_del,0.0317704,0.0008185914,0.010280236,0.0036441023,4.0032337e-06
PI4KA,cnv_amp,0.002212637,0.0006245041,0.0029086657,0.0036931208,8.90077e-07
TRMT61A,mut_important,0.0,0.0,0.0,0.0,0.0
TRMT61A,cnv_del,0.0,0.0,0.0,0.0,0.0
TRMT61A,cnv_amp,0.0,0.0,0.0,0.0,0.0
CSGALNACT2,mut_important,3.5450732e-05,5.5575218e-11,1.2144811e-05,1.7392088e-34,8.7331027e-13
CSGALNACT2,cnv_del,0.0032362863,4.2522355e-09,7.966051e-05,4.0454385e-33,7.2376084e-11
CSGALNACT2,cnv_amp,0.009299692,9.881995e-09,0.0014298122,1.1251038e-32,6.1331773e-10
LYZL6,mut_important,0.0,0.0,0.0,0.0,0.0
LYZL6,cnv_del,0.0,0.0,0.0,0.0,0.0
LYZL6,cnv_amp,0.0,0.0,0.0,0.0,0.0
MYLK3,mut_important,0.0,0.0,0.0,0.0,0.0
MYLK3,cnv_del,0.0,0.0,0.0,0.0,0.0
MYLK3,cnv_amp,0.0,0.0,0.0,0.0,0.0
CARS2,mut_important,0.004082638,4.469742e-06,0.00060182385,2.5394221e-15,7.343746e-08
CARS2,cnv_del,0.02123214,1.0571073e-05,0.0025918018,5.3045008e-14,3.282687e-07
CARS2,cnv_amp,0.008058038,8.451923e-06,0.0040255347,3.2740375e-14,2.343766e-07
DUSP8,mut_important,0.0024494063,0.056464415,0.0022283688,0.004878289,0.019406732
DUSP8,cnv_del,0.00022381154,0.0029729097,6.7222936e-05,0.0016813233,0.00048128425
DUSP8,cnv_amp,0.00095027674,0.020162832,7.4718395e-05,0.007839704,0.006088049
SYVN1,mut_important,0.00046027973,0.0021168084,0.0026988622,0.0016218594,0.0051420718
SYVN1,cnv_del,0.000324314,0.00048627774,0.0012683177,0.002468924,0.0018177498
SYVN1,cnv_amp,0.004000679,0.0037177468,0.023828888,0.03125384,0.029542606
TMEM176B,mut_important,0.0,0.0,0.0,0.0,0.0
TMEM176B,cnv_del,0.0,0.0,0.0,0.0,0.0
TMEM176B,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRAF5,mut_important,0.0,0.0,0.0,0.0,0.0
TRAF5,cnv_del,0.0,0.0,0.0,0.0,0.0
TRAF5,cnv_amp,0.0,0.0,0.0,0.0,0.0
RNF103,mut_important,0.0016668484,1.3551569e-32,1.3296751e-27,1.6021367e-23,0.003777894
RNF103,cnv_del,2.3985815e-05,9.611692e-35,4.2382943e-31,6.9154875e-26,6.109563e-05
RNF103,cnv_amp,1.4563848e-06,1.0535228e-33,2.9451567e-29,4.390062e-25,8.2471444e-05
SIDT2,mut_important,0.0,0.0,0.0,0.0,0.0
SIDT2,cnv_del,0.0,0.0,0.0,0.0,0.0
SIDT2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZDHHC18,mut_important,0.0,0.0,0.0,0.0,0.0
ZDHHC18,cnv_del,0.0,0.0,0.0,0.0,0.0
ZDHHC18,cnv_amp,0.0,0.0,0.0,0.0,0.0
NXF1,mut_important,1.3153265e-09,1.1022578e-08,2.011529e-11,2.0337567e-16,7.10629e-08
NXF1,cnv_del,6.1570776e-10,1.7828059e-07,7.175316e-10,7.368988e-15,6.52017e-08
NXF1,cnv_amp,8.834727e-11,9.2785416e-07,3.6500794e-10,9.766778e-17,1.9197643e-08
SLC30A1,mut_important,1.2738651e-06,9.163626e-13,0.0008383377,1.7901983e-13,1.0096046e-13
SLC30A1,cnv_del,2.456996e-07,3.974755e-14,7.115001e-05,9.3525814e-14,2.8188265e-14
SLC30A1,cnv_amp,1.0242062e-05,6.8904084e-13,0.003504318,5.4113864e-13,4.5088025e-13
GUCA1B,mut_important,0.0,0.0,0.0,0.0,0.0
GUCA1B,cnv_del,0.0,0.0,0.0,0.0,0.0
GUCA1B,cnv_amp,0.0,0.0,0.0,0.0,0.0
HIST1H4G,mut_important,0.0,0.0,0.0,0.0,0.0
HIST1H4G,cnv_del,0.0,0.0,0.0,0.0,0.0
HIST1H4G,cnv_amp,0.0,0.0,0.0,0.0,0.0
STON2,mut_important,0.005576162,0.048030958,0.0064096255,0.09911627,0.0044980557
STON2,cnv_del,0.009551875,0.024348559,7.103832e-05,0.0074893185,0.0026295334
STON2,cnv_amp,0.06317987,0.12639414,0.024300031,0.11475374,0.044571344
FBXL14,mut_important,0.043883633,0.024197396,0.017538432,0.01088544,0.04062245
FBXL14,cnv_del,0.01923993,0.009705897,0.009432242,0.0031227178,0.016397465
FBXL14,cnv_amp,0.9183244,0.9377378,0.437125,0.03181885,0.35187513
KLK14,mut_important,2.0647742e-06,2.977722e-05,0.00043675245,6.6703564e-05,6.236478e-11
KLK14,cnv_del,1.7515859e-08,9.074856e-07,3.6012236e-05,2.2449399e-06,0.0
KLK14,cnv_amp,1.3045707e-05,0.00015307336,0.0010710636,8.5565975e-05,6.487968e-12
ZBTB4,mut_important,0.0,0.0,0.0,0.0,0.0
ZBTB4,cnv_del,0.0,0.0,0.0,0.0,0.0
ZBTB4,cnv_amp,0.0,0.0,0.0,0.0,0.0
ST3GAL6,mut_important,0.00039272368,7.8859256e-07,2.346502e-07,1.2357149e-14,6.1041927e-09
ST3GAL6,cnv_del,1.6277914e-05,0.0007031504,1.0358384e-06,6.039555e-14,1.6358952e-07
ST3GAL6,cnv_amp,0.008703078,0.003133589,1.6543408e-05,1.580062e-13,3.2634255e-06
RNF146,mut_important,5.402253e-05,0.007843614,5.281174e-07,0.0028447262,3.1960633e-05
RNF146,cnv_del,0.00017900976,0.041459337,1.5044108e-06,0.008359275,0.009812772
RNF146,cnv_amp,1.5216436e-06,0.0016239227,2.8006303e-07,0.0007771485,0.0001415274
PPP1R3D,mut_important,0.0,0.0,0.0,0.0,0.0
PPP1R3D,cnv_del,0.0,0.0,0.0,0.0,0.0
PPP1R3D,cnv_amp,0.0,0.0,0.0,0.0,0.0
ERP29,mut_important,0.0,0.0,0.0,0.0,0.0
ERP29,cnv_del,0.0,0.0,0.0,0.0,0.0
ERP29,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR2G2,mut_important,0.0,0.0,0.0,0.0,0.0
OR2G2,cnv_del,0.0,0.0,0.0,0.0,0.0
OR2G2,cnv_amp,0.0,0.0,0.0,0.0,0.0
UNC50,mut_important,0.0,0.0,0.0,0.0,0.0
UNC50,cnv_del,0.0,0.0,0.0,0.0,0.0
UNC50,cnv_amp,0.0,0.0,0.0,0.0,0.0
IMPA1,mut_important,4.916946e-06,3.3975732e-11,5.768882e-10,1.8960754e-10,7.0850336e-16
IMPA1,cnv_del,0.0,0.0,0.0,0.0,0.0
IMPA1,cnv_amp,0.0023049144,1.9279393e-07,1.0634294e-07,1.0838766e-08,9.685794e-12
GLUD1,mut_important,4.7927245e-14,1.7807633e-19,1.6207113e-14,7.749288e-18,0.0
GLUD1,cnv_del,2.3776714e-12,7.7170975e-17,4.3298798e-13,1.5807539e-16,0.0
GLUD1,cnv_amp,1.7943097e-14,1.3874767e-17,3.192014e-14,8.7821455e-17,0.0
FAM151B,mut_important,0.0,0.0,0.0,0.0,0.0
FAM151B,cnv_del,0.0,0.0,0.0,0.0,0.0
FAM151B,cnv_amp,0.0,0.0,0.0,0.0,0.0
LY6G5B,mut_important,0.0,0.0,0.0,0.0,0.0
LY6G5B,cnv_del,0.0,0.0,0.0,0.0,0.0
LY6G5B,cnv_amp,0.0,0.0,0.0,0.0,0.0
YIPF2,mut_important,0.0,0.0,0.0,0.0,0.0
YIPF2,cnv_del,0.0,0.0,0.0,0.0,0.0
YIPF2,cnv_amp,0.0,0.0,0.0,0.0,0.0
DTNBP1,mut_important,5.0160227e-11,0.0029550004,0.018009935,0.0012723577,0.015962897
DTNBP1,cnv_del,1.1997507e-09,0.03132219,0.050313365,0.026588121,0.019257193
DTNBP1,cnv_amp,3.8181283e-10,0.044620905,0.058200337,0.04976547,0.07813841
SLC25A13,mut_important,0.0010014282,2.1227658e-19,0.0008900262,2.1314885e-10,0.0024388079
SLC25A13,cnv_del,0.00013116898,1.1902232e-20,0.00011065822,1.6895726e-07,0.0
SLC25A13,cnv_amp,0.0014159449,4.7102285e-19,0.006089949,5.6457484e-06,0.007348713
ROR2,mut_important,6.216001e-20,0.018225163,0.00046231292,0.00036301036,0.026052283
ROR2,cnv_del,1.2899322e-22,0.0006715283,1.1061364e-10,2.6866994e-06,0.0006663987
ROR2,cnv_amp,2.2843942e-20,0.00021067764,0.00043000252,0.00059958815,0.074339196
WDR41,mut_important,0.0,0.0,0.0,0.0,0.0
WDR41,cnv_del,0.0,0.0,0.0,0.0,0.0
WDR41,cnv_amp,0.0,0.0,0.0,0.0,0.0
ARPP19,mut_important,0.0,0.0,0.0,0.0,0.0
ARPP19,cnv_del,1.6128273e-06,2.2465889e-11,0.00020811155,0.0033170036,1.4963705e-07
ARPP19,cnv_amp,5.87891e-07,8.910152e-14,6.772788e-05,3.444853e-07,3.0007132e-09
LCN8,mut_important,0.0,0.0,0.0,0.0,0.0
LCN8,cnv_del,0.0,0.0,0.0,0.0,0.0
LCN8,cnv_amp,0.0,0.0,0.0,0.0,0.0
BAK1,mut_important,0.0,1.1354135e-23,2.6432207e-24,4.3869415e-28,0.0
BAK1,cnv_del,0.0,4.1906077e-23,7.8941735e-25,2.8481665e-27,0.0
BAK1,cnv_amp,0.0,2.2267011e-24,7.1699913e-25,9.014968e-28,0.0
GPN2,mut_important,0.0,0.0,0.0,0.0,0.0
GPN2,cnv_del,0.0,0.0,0.0,0.0,0.0
GPN2,cnv_amp,0.0,0.0,0.0,0.0,0.0
ZNF662,mut_important,0.0,0.0,0.0,0.0,0.0
ZNF662,cnv_del,0.0,0.0,0.0,0.0,0.0
ZNF662,cnv_amp,0.0,0.0,0.0,0.0,0.0
HNRNPUL2,mut_important,0.0,0.0,0.0,0.0,0.0
HNRNPUL2,cnv_del,0.0,0.0,0.0,0.0,0.0
HNRNPUL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
SMO,mut_important,4.040403e-09,2.4278563e-08,1.2443389e-08,0.00030804164,1.9145995e-05
SMO,cnv_del,3.600461e-10,4.322102e-09,9.789948e-09,7.063712e-05,2.591638e-07
SMO,cnv_amp,2.586869e-08,4.1913438e-07,3.9970023e-06,0.0022276451,0.0005028266
WDR36,mut_important,2.2241024e-05,0.09123269,0.0022697924,0.081964955,0.09369279
WDR36,cnv_del,7.951619e-05,0.5422383,0.21448447,0.08861135,0.084533624
WDR36,cnv_amp,3.6829117e-06,0.07108345,0.018613812,0.032427233,0.016083067
ECT2L,mut_important,0.0,0.0,0.0,0.0,0.0
ECT2L,cnv_del,0.0,0.0,0.0,0.0,0.0
ECT2L,cnv_amp,0.0,0.0,0.0,0.0,0.0
GOPC,mut_important,1.9236396e-17,2.6059884e-32,0.0,2.0499995e-21,0.00018135183
GOPC,cnv_del,6.2820482e-15,8.337696e-30,5.523687e-15,7.082511e-19,0.01774459
GOPC,cnv_amp,3.6292073e-17,2.9494743e-32,6.08721e-18,5.8298607e-21,0.0003117026
LCE1C,mut_important,0.006284955,0.016443856,0.0050698323,0.0059854803,1.48578e-07
LCE1C,cnv_del,0.00031927356,0.00036367658,0.0002530429,0.00014813546,1.0721542e-08
LCE1C,cnv_amp,0.0060160016,0.013018357,0.0017562191,0.016555127,2.7247575e-06
TRIM42,mut_important,0.0,0.0,0.0,0.0,0.0
TRIM42,cnv_del,0.0,0.0,0.0,0.0,0.0
TRIM42,cnv_amp,0.0,0.0,0.0,0.0,0.0
LILRA1,mut_important,3.3545849e-31,4.154238e-37,2.751854e-11,1.7612007e-11,1.7327032e-22
LILRA1,cnv_del,2.1744642e-33,0.0,6.9355032e-15,2.0181907e-14,0.0
LILRA1,cnv_amp,1.0189263e-30,9.146786e-38,5.872788e-11,7.117741e-11,2.8482733e-21
SYDE1,mut_important,0.07642935,0.002828791,0.08843183,0.1397236,0.103903815
SYDE1,cnv_del,0.005069566,0.0009825674,1.5835818e-07,0.0035811563,0.002902224
SYDE1,cnv_amp,0.15060045,0.034176316,0.028838614,0.0027989054,0.11042613
EIF6,mut_important,0.0,0.0,0.0,0.0,0.0
EIF6,cnv_del,0.0,0.0,0.0,0.0,0.0
EIF6,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRAPPC1,mut_important,0.0,0.0,0.0,0.0,0.0
TRAPPC1,cnv_del,0.10033944,0.17872337,0.00014571314,0.016467163,0.4313409
TRAPPC1,cnv_amp,0.012203962,0.015973091,1.1397464e-06,8.1266177e-07,0.008392514
GDI2,mut_important,0.0,0.0,0.0,0.0,0.0
GDI2,cnv_del,0.007736969,0.003653709,0.0029962643,0.006818994,0.004444642
GDI2,cnv_amp,0.030268606,0.03430345,0.047242545,0.009000178,0.075873375
SEC24C,mut_important,0.17802796,0.27520722,0.11363476,0.028724901,0.051728334
SEC24C,cnv_del,0.12889162,0.13101302,0.086784035,0.034097865,0.03786479
SEC24C,cnv_amp,1.7289741,2.099913,1.438001,0.7278397,0.5013417
NDUFA6,mut_important,5.5882643e-18,2.3684985e-18,1.0018508e-20,0.0,3.9778082e-29
NDUFA6,cnv_del,4.0605466e-17,8.407877e-18,8.272693e-21,0.0,6.213349e-29
NDUFA6,cnv_amp,2.1017346e-17,8.026813e-18,1.1424983e-20,0.0,1.2104217e-29
BSCL2,mut_important,0.0,0.0,0.0,0.0,0.0
BSCL2,cnv_del,0.0,0.0,0.0,0.0,0.0
BSCL2,cnv_amp,0.0,0.0,0.0,0.0,0.0
HSPBAP1,mut_important,0.0,0.0,0.0,0.0,0.0
HSPBAP1,cnv_del,0.0,0.0,0.0,0.0,0.0
HSPBAP1,cnv_amp,0.0,0.0,0.0,0.0,0.0
KCNN3,mut_important,5.152895e-07,3.8139095e-07,0.0069378447,0.00037172128,1.2879005e-12
KCNN3,cnv_del,3.389594e-10,1.2625674e-09,9.179821e-05,3.6938656e-07,3.0953502e-15
KCNN3,cnv_amp,6.623413e-06,1.5119128e-06,0.048259985,0.0014787075,1.0312957e-11
EXOSC1,mut_important,0.0,0.0,0.0,0.0,0.0
EXOSC1,cnv_del,2.2354659e-07,0.013497307,0.013857847,1.2631877e-07,1.8965135e-06
EXOSC1,cnv_amp,2.3758815e-07,0.029826831,0.04943059,1.364586e-07,3.8010166e-06
PRPF40B,mut_important,0.0,0.0,0.0,0.0,0.0
PRPF40B,cnv_del,0.0,0.0,0.0,0.0,0.0
PRPF40B,cnv_amp,0.0,0.0,0.0,0.0,0.0
ARHGEF7,mut_important,0.0047249044,0.0072452575,0.041933693,0.01441079,0.0319638
ARHGEF7,cnv_del,0.09277613,0.2116801,0.37091205,0.93421066,0.44568977
ARHGEF7,cnv_amp,0.007089138,0.13900699,0.25017917,0.4624954,0.11936818
PCCB,mut_important,0.0010379372,5.904589e-12,5.3736844e-06,8.1612567e-10,1.8554638e-09
PCCB,cnv_del,8.881931e-05,1.6583221e-12,1.3691588e-06,9.498001e-09,9.598364e-11
PCCB,cnv_amp,0.0023431755,5.50139e-10,9.196585e-05,2.0803129e-05,7.5942204e-08
SLC6A9,mut_important,4.8131604e-14,1.01820745e-22,9.094447e-15,4.399817e-36,6.296086e-25
SLC6A9,cnv_del,1.4986883e-14,4.040463e-23,5.8724307e-15,3.2460932e-35,3.41401e-25
SLC6A9,cnv_amp,2.775285e-16,9.204832e-25,2.3830896e-16,2.54817e-36,9.919901e-27
LEPROT,mut_important,0.0,0.0,0.0,0.0,0.0
LEPROT,cnv_del,0.0,0.0,0.0,0.0,0.0
LEPROT,cnv_amp,0.0,0.0,0.0,0.0,0.0
NUDT16L1,mut_important,0.0,0.0,0.0,0.0,0.0
NUDT16L1,cnv_del,0.0,0.0,0.0,0.0,0.0
NUDT16L1,cnv_amp,0.0,0.0,0.0,0.0,0.0
TRAPPC4,mut_important,0.002885295,0.0011095374,1.4193929e-05,0.0018674204,0.0015391303
TRAPPC4,cnv_del,0.0025735514,0.0019705584,0.0028317543,0.010355076,0.0027804347
TRAPPC4,cnv_amp,0.0067428853,0.00043039155,0.004816414,0.004213847,0.005176966
MYBPH,mut_important,0.0,0.0,0.0,0.0,0.0
MYBPH,cnv_del,0.0,0.0,0.0,0.0,0.0
MYBPH,cnv_amp,0.0,0.0,0.0,0.0,0.0
LMO4,mut_important,0.0,0.0,0.0,0.0,0.0
LMO4,cnv_del,0.0,0.0,0.0,0.0,0.0
LMO4,cnv_amp,0.0,0.0,0.0,0.0,0.0
UGT2A1,mut_important,0.0,0.0,0.0,0.0,0.0
UGT2A1,cnv_del,0.0,0.0,0.0,0.0,0.0
UGT2A1,cnv_amp,0.0,0.0,0.0,0.0,0.0
OR6C2,mut_important,0.0,0.0,0.0,0.0,0.0
OR6C2,cnv_del,0.0,0.0,0.0,0.0,0.0
OR6C2,cnv_amp,0.0,0.0,0.0,0.0,0.0
WFDC9,mut_important,0.0,0.0,0.0,0.0,0.0
WFDC9,cnv_del,0.0,0.0,0.0,0.0,0.0
WFDC9,cnv_amp,0.0,0.0,0.0,0.0,0.0
DSPP,mut_important,0.00036123802,0.00218436,1.6901546e-05,0.004388331,0.0019669659
DSPP,cnv_del,0.28074127,0.050252885,0.00010192548,0.038459226,0.032604754
DSPP,cnv_amp,0.027692735,0.0079953745,1.093083e-05,0.0054882485,0.0066998107
CENPH,mut_important,0.0,0.0,0.0,0.0,0.0
CENPH,cnv_del,0.46777213,0.72186685,0.80693716,0.1486296,0.32461262
CENPH,cnv_amp,0.017756201,0.017150916,0.022375891,0.004076433,0.007001083
RGS22,mut_important,0.0,0.0,0.0,0.0,0.0
RGS22,cnv_del,0.0,0.0,0.0,0.0,0.0
RGS22,cnv_amp,0.0,0.0,0.0,0.0,0.0
TTC8,mut_important,1.10722304e-13,1.4617144e-10,3.0673846e-33,2.878698e-16,3.0178692e-18
TTC8,cnv_del,1.5725179e-13,2.511542e-11,3.79651e-35,2.019869e-17,2.2924988e-19
TTC8,cnv_amp,3.643005e-12,5.6982896e-10,1.3196389e-32,1.6601044e-15,4.596001e-18
CHFR,mut_important,0.0,0.0,0.0,0.0,0.0
CHFR,cnv_del,0.0,0.0,0.0,0.0,0.0
CHFR,cnv_amp,0.0,0.0,0.0,0.0,0.0
ODAM,mut_important,1.1523507e-07,0.0023369256,8.531053e-05,0.0035492964,2.0433068e-11
ODAM,cnv_del,1.2089499e-06,0.002350084,7.408115e-05,0.0029220711,3.1148106e-10
ODAM,cnv_amp,2.0373252e-06,0.017606106,0.00051777187,0.002833619,7.2566453e-10
TXNDC15,mut_important,0.0,0.0,0.0,0.0,0.0
TXNDC15,cnv_del,0.0,0.0,0.0,0.0,0.0
TXNDC15,cnv_amp,0.0,0.0,0.0,0.0,0.0
DNAH2,mut_important,0.0,0.0,0.0,0.0,0.0
DNAH2,cnv_del,0.0,0.0,0.0,0.0,0.0
DNAH2,cnv_amp,0.0,0.0,0.0,0.0,0.0
NDRG2,mut_important,0.0,0.0,0.0,0.0,0.0
NDRG2,cnv_del,0.0,0.0,0.0,0.0,0.0
NDRG2,cnv_amp,0.0,0.0,0.0,0.0,0.0
IL7R,mut_important,0.0028668495,0.21703689,0.038278133,0.00027834566,0.088284194
IL7R,cnv_del,0.03944954,0.04507261,0.034471713,0.009235239,0.0
IL7R,cnv_amp,0.55599743,0.80410737,0.31697148,0.12543437,0.34153703
UBE2G1,mut_important,0.0,0.0,0.0,0.0,0.0
UBE2G1,cnv_del,0.011942603,0.00018121545,0.0026328529,0.00018167189,0.00021393382
UBE2G1,cnv_amp,9.02596e-08,3.2597847e-10,1.4524706e-07,1.4323227e-10,2.17735e-09
ELAVL4,mut_important,0.0,0.0,0.0,0.0,0.0
ELAVL4,cnv_del,0.0,0.0,0.0,0.0,0.0
ELAVL4,cnv_amp,0.0,0.0,0.0,0.0,0.0
CLIP1,mut_important,0.0024236492,0.033533458,0.38631743,0.16207927,7.010252e-05
CLIP1,cnv_del,0.004683529,0.016084338,0.061183963,0.018602809,0.002200583
CLIP1,cnv_amp,0.04203627,0.0057101245,0.26522318,0.19064802,0.02329538
HMGB1,mut_important,0.06640212,0.0005659261,0.061437823,4.3236712e-05,0.049353532
HMGB1,cnv_del,0.18829893,0.076264225,0.40274394,0.0008455655,0.12704429
HMGB1,cnv_amp,0.34524715,0.25603494,0.32277656,0.0007245052,0.19306311
PPARD,mut_important,0.010884903,0.007794196,0.007618084,0.011702571,0.0048700823
PPARD,cnv_del,0.005269666,0.0021688926,0.0021060838,0.014756558,0.0023371363
PPARD,cnv_amp,0.0027533886,0.00020812264,0.0005798951,0.0066428203,0.0001261865
PPP1R13L,mut_important,0.18247302,0.07034316,0.030180082,0.057157364,0.007990091
PPP1R13L,cnv_del,0.011968122,0.031496104,0.0011276515,0.0068902327,0.0015398961
PPP1R13L,cnv_amp,0.009205141,0.0029007313,0.00014916448,0.0017235815,2.2165696e-05
LRRC37B,mut_important,0.0,0.0,0.0,0.0,0.0
LRRC37B,cnv_del,0.0,0.0,0.0,0.0,0.0
LRRC37B,cnv_amp,0.0,0.0,0.0,0.0,0.0
MTIF3,mut_important,0.0012081405,0.00086802396,0.00058282644,0.00044795245,8.017356e-08
MTIF3,cnv_del,0.007204451,0.0039540394,0.0018750936,0.0068043093,1.9491474e-06
MTIF3,cnv_amp,0.0017100809,0.0022056338,0.001607771,0.0034158172,6.9496067e-09
VNN1,mut_important,0.322976,0.58049184,0.18054152,0.13968521,0.5409978
VNN1,cnv_del,0.00026847224,0.011896312,0.0007134759,1.6034273e-05,0.0026799336
VNN1,cnv_amp,0.012976403,0.012848364,0.0021440699,0.015963532,0.0009736966
CTNNA1,mut_important,2.4837263e-25,4.2733685e-27,2.0095629e-06,0.0021228532,0.0014034405
CTNNA1,cnv_del,3.7628523e-26,1.989909e-27,8.657192e-07,0.0019396303,0.0021144983
CTNNA1,cnv_amp,3.2960535e-26,3.3817425e-26,3.0717529e-06,0.0058549284,0.0017462167
DYNC1LI1,mut_important,0.68836385,0.33730638,0.38384467,0.2786509,0.0027441632
DYNC1LI1,cnv_del,0.06314095,0.05837407,0.014564918,0.07178114,0.049069636
DYNC1LI1,cnv_amp,0.56844914,0.32937738,0.26100487,0.27692616,0.040029686
FGF20,mut_important,0.004617483,0.008581415,0.0013912232,0.0,0.012815675
FGF20,cnv_del,0.21732718,0.6380708,0.16439153,0.054995917,0.64464647
FGF20,cnv_amp,0.027779182,0.032236718,0.0071059815,0.0026350573,0.17588776
TMPPE,mut_important,0.0,0.0,0.0,0.0,0.0
TMPPE,cnv_del,0.0,0.0,0.0,0.0,0.0
TMPPE,cnv_amp,0.0,0.0,0.0,0.0,0.0
MAN2B2,mut_important,4.10336e-09,4.8462784e-37,9.470416e-26,5.1019357e-34,1.09394005e-35
MAN2B2,cnv_del,2.6704575e-10,4.287472e-37,1.101866e-25,5.75115e-34,4.222989e-36
MAN2B2,cnv_amp,8.4082236e-10,1.0234332e-36,2.7607864e-25,3.9583124e-34,9.399179e-36
NLE1,mut_important,0.0,0.0,0.0,0.0,0.0
NLE1,cnv_del,0.0,0.0,0.0,0.0,0.0
NLE1,cnv_amp,0.0,0.0,0.0,0.0,0.0
GPR137,mut_important,0.0,0.0,0.0,0.0,0.0
GPR137,cnv_del,0.0,0.0,0.0,0.0,0.0
GPR137,cnv_amp,0.0,0.0,0.0,0.0,0.0
SEZ6L,mut_important,0.0,0.0,0.0,0.0,0.0
SEZ6L,cnv_del,0.0,0.0,0.0,0.0,0.0
SEZ6L,cnv_amp,0.0,0.0,0.0,0.0,0.0
SH3BP4,mut_important,0.0,0.0,0.0,0.0,0.0
SH3BP4,cnv_del,0.0,0.0,0.0,0.0,0.0
SH3BP4,cnv_amp,0.0,0.0,0.0,0.0,0.0
TP53RK,mut_important,0.0012047002,0.0006293785,0.0029814981,0.0001887627,0.0
TP53RK,cnv_del,0.054303765,0.016452145,0.11116098,0.004573495,0.029594772
TP53RK,cnv_amp,0.041324627,0.034508172,0.07666978,0.01053199,0.059953373
PON2,mut_important,1.4509397e-23,1.371842e-11,6.1483957e-15,2.1996944e-31,1.6518352e-19
PON2,cnv_del,2.8661784e-24,1.3870769e-13,1.845591e-14,6.773959e-32,4.303295e-21
PON2,cnv_amp,9.548302e-23,3.095499e-10,1.8797383e-10,1.1744694e-30,1.4608851e-19
BTN3A1,mut_important,3.2735068e-16,1.3060068e-37,1.8043984e-20,1.1674602e-33,5.424062e-18
BTN3A1,cnv_del,3.112806e-17,6.1450514e-38,1.8777818e-19,3.749793e-34,4.4213726e-18
BTN3A1,cnv_amp,4.677734e-16,5.0200977e-37,3.5983184e-18,2.0740727e-33,2.954153e-17
KRT84,mut_important,0.0,0.0,0.0,0.0,0.0
KRT84,cnv_del,0.0,0.0,0.0,0.0,0.0
KRT84,cnv_amp,0.0,0.0,0.0,0.0,0.0
SLC35D1,mut_important,6.309144e-12,7.752756e-19,2.1744851e-17,8.9725616e-11,5.6156125e-18
SLC35D1,cnv_del,7.248426e-12,3.3810206e-19,6.517094e-16,1.0265171e-10,2.5198482e-18
SLC35D1,cnv_amp,9.984968e-15,2.1950853e-20,0.0,8.656754e-13,3.0508043e-20
